Data,Tipo,Pratos Principais,Acompanhamentos,Bebidas,Sobremesas
2024-02-01,Almoço,Guisado com Batatas; Assado de Lentilha com Legumes,"Salada Crua; Salada Cozida: Abóbora, Batata e Chuchu; Espaguete ao Alho e Óleo; Feijão Mulatinho; Arroz Colorido",Suco,Doce de Goiaba
2024-02-01,Jantar,Bife ao Molho; Torta Salgada Vegetariana,Salada; Canja; Arroz Doce; Cuscuz; Arroz com Cenoura,Suco; Café; Café com Leite,
2024-02-02,Almoço,Feijoada; Torta de Legumes,"Salada Crua; Salada Cozida: Couve Manteiga, Repolho e Cenoura; Farofa; Feijão Preto; Arroz Branco",Suco,Fruta
2024-02-02,Jantar,Frango Acebolado; Soja Caipira,Salada Crua; Sopa de Legumes; Sopa de Feijão com Carne; Cará; Espaguete ao Alho e Óleo,Suco; Café; Café com Leite,
2024-02-05,Almoço,Isca de Carne à Chinesa; Torta de Repolho,"Salada Crua; Salada Cozida: Abobrinha, Beterraba e Chuchu; Cuscuz Temperado; Feijão Mulatinho; Arroz Refogado",Suco,Melão
2024-02-05,Jantar,Frango Xadrez; Bolinho de Soja,Salada Crua; Creme de Batata; Sopa de Peixe; Cuscuz; Arroz Branco,Suco; Café; Café com Leite,
2024-02-06,Almoço,Isca de Fígado à Portuguesa; Risoto de Grão-de-bico,"Salada Crua; Salada Cozida: Batata, Cenoura, Vagem e Milho; Espaguete ao Sugo; Feijão Preto; Arroz com Cenoura",Suco,Paçoca
2024-02-06,Jantar,Torta Madalena de Carne; Ratatouille,Salada Crua; Creme de Cenoura; Canja; Macaxeira; Espaguete ao Sugo,Suco; Café; Café com Leite,
2024-02-07,Almoço,Moqueca de Peixe; Bolonhesa de Lentilha,"Salada Crua; Salada Cozida: Batata, Repolho e Abóbora; Abóbora ao Forno; Feijão Mulatinho; Arroz Colorido",Suco,Fruta
2024-02-07,Jantar,Toscana Acebolada; Bobó de Grão-de-bico,Salada Crua; Sopa de Legumes; Canjiquinha; Cuscuz; Arroz com Brócolis,Suco; Café; Café com Leite,
2024-02-08,Almoço,Frango Caipira; Escondidinho de Jaca,"Salada Crua; Salada Cozida: Cenoura, Batata e Chuchu; Espaguete ao Alho e Óleo; Feijão Macassar; Arroz com Espinafre",Suco,Picolé
2024-02-08,Jantar,Charque à Brejeira; Lentilha Assada com Legumes,Salada; Sopa de Carne; Sopa de Feijão Vegetariana; Batata-doce; Espaguete ao Alho e Óleo,Suco; Café; Café com Leite,
2024-02-09,Almoço,Cassoulet; Torta Madalena de Soja,"Salada Crua; Salada Cozida: Couve Manteiga, Repolho e Cenoura; Farofa; Feijão Preto; Arroz Branco",Suco,Fruta
2024-02-15,Almoço,Suíno ao Molho Barbecue; Soja Refogada,"Salada Crua; Salada Cozida: Cenoura, Batata e Chuchu; Macarrão ao Alho e Óleo; Feijão Mulatinho; Arroz com Cenoura",Suco,Chocolate
2024-02-15,Jantar,Hambúrguer; Grão-de-bico com Legumes,Salada; Creme de Abóbora; Sopa de Feijão com Carne; Inhame; Espaguete com Ervas,Suco; Café; Café com Leite,
2024-02-16,Almoço,Dobradinha; Torta Salgada Vegetariana,"Salada Crua; Salada Cozida: Abóbora, Batata-doce e Cenoura; Farofa; Feijão Preto; Arroz Branco",Suco,Fruta
2024-02-16,Jantar,Charque Acebolada; Torta Madalena de Soja,Salada Crua; Sopa de Legumes; Mungunzá; Arroz Branco; Cuscuz,Suco; Café; Café com Leite,
2024-02-19,Almoço,Empadão de Falso Camarão; Vatapá de Jaca,"Salada Crua; Salada Cozida: Abóbora, Batata e Chuchu; Farofa de Banana; Feijão Mulatinho; Arroz Refogado",Suco,Fruta
2024-02-19,Jantar,Guisado Bovino com Legumes; Estrogonofe de Grão-de-bico,Salada Crua; Mungunzá; Creme de Abóbora; Espaguete ao Alho e Óleo; Inhame,Suco; Café; Café com Leite,
2024-02-20,Almoço,Frango ao Molho de Queijo; Assado de Lentilha com Legumes,"Salada Crua; Salada Cozida: Batata, Chuchu e Cenoura com Parmesão; Batata Gratinada; Feijão Macassar; Arroz com Cenoura",Suco,Doce de Goiaba
2024-02-20,Jantar,Charque à Brejeira; Soja Refogada,Salada Crua; Sopa de Legumes com Carne; Creme de Cenoura; Cuscuz; Arroz Branco,Suco; Café; Café com Leite,
2024-02-21,Almoço,Suíno com Cebola Agridoce; Soja ao Sugo,"Salada Crua; Salada Cozida: Couve, Cenoura e Repolho; Purê de Abóbora; Feijão Preto; Arroz Branco",Suco,Fruta
2024-02-21,Jantar,Calabresa; Abobrinha à Milanesa,Salada Crua; Sopa de Legumes com Frango; Caldo Verde; Espaguete ao Alho e Óleo; Macaxeira,Suco; Café; Café com Leite,
2024-02-22,Almoço,Bife ao Molho Madeira; Grão-de-bico com Legumes,"Salada Crua; Salada Cozida: Abóbora, Batata-doce e Repolho; Macarrão ao Alho e Óleo; Feijão Mulatinho; Arroz com Espinafre",Suco,Pé-de-moleque
2024-02-22,Jantar,Suíno ao Molho Barbecue; Soja com Legumes,Salada; Sopa de Legumes; Sopa de Feijão com Carne; Batata-doce; Arroz com Milho,Suco; Café; Café com Leite,
2024-02-23,Almoço,Cozido; Torta de Legumes,"Salada Crua; Salada Cozida: Couve Manteiga, Repolho e Cenoura; Pirão; Feijão Mulatinho; Arroz Branco",Suco,Fruta
2024-02-23,Jantar,Salsicha ao Molho; Quiche de Cebola,Salada Crua; Sopa de Legumes; Arroz Doce; Arroz com Cenoura; Cuscuz,Suco; Café; Café com Leite,
2024-02-26,Almoço,Fricassê de Frango; Moqueca de Banana com Legumes,"Salada Crua; Salada Cozida: Abóbora, Batata e Chuchu; Farofa; Feijão Mulatinho; Arroz com Brócolis",Suco,Fruta
2024-02-26,Jantar,Charque ao Vinagrete; Lentilha Assada,Salada Crua; Canja; Sopa de Feijão; Cuscuz; Arroz Carioca,Suco; Café; Café com Leite,
2024-02-27,Almoço,Isca de Fígado ao Molho com Batatas; Lasanha de Soja,"Salada Crua; Salada Cozida: Batata, Vagem e Cenoura; Cuscuz Temperado; Feijão Macassar; Arroz com Ervilha",Suco,Fruta
2024-02-27,Jantar,Lombo Suíno ao Molho Agridoce; Torta Madalena Vegetariana,Salada Crua; Canjiquinha; Creme de Espinafre; Batata-doce; Espaguete ao Alho e Óleo,Suco; Café; Café com Leite,
2024-02-28,Almoço,Peixe à Escabeche; Bobó de Grão-de-bico,"Salada Crua; Salada Cozida: Abóbora, Chuchu e Batata; Farofa de Cenoura; Feijão Preto; Arroz com Milho",Suco,Fruta
2024-02-28,Jantar,Fricassê de Frango; Risoto de Grão-de-bico,Salada Crua; Creme de Cenoura; Sopa de Legumes com Carne; Cuscuz; Arroz Branco,Suco; Café; Café com Leite,
2024-02-29,Almoço,Carne ao Molho Oriental; Lentilha com Cebola Caramelizada,"Salada Crua; Salada Cozida: Repolho, Abobrinha e Cenoura; Espaguete ao Alho e Óleo; Feijão Mulatinho; Arroz Branco",Suco,Bolo
2024-02-29,Jantar,Bife ao Molho Madeira; Soja Caipira,Salada; Creme de Cebola; Mungunzá; Macaxeira; Espaguete ao Alho e Óleo,Suco; Café; Café com Leite,
2024-03-01,Almoço,Feijoada; Torta de Repolho,"Salada Crua; Salada Cozida: Couve Manteiga, Repolho e Cenoura; Farofa; Feijão Preto; Arroz Branco",Suco,Fruta
2024-03-01,Jantar,Calabresa; Ratatouille,Salada Crua; Sopa de Legumes; Sopa de Feijão com Carne; Cará; Arroz Branco,Suco; Café; Café com Leite,
2024-03-04,Almoço,Risoto de Grão-de-bico; Torta Salgada Vegetariana,"Salada Crua; Salada Cozida: Abóbora, Batata e Milho; Espaguete ao Alho e Óleo; Feijão Mulatinho; Arroz Refogado",Suco,Fruta
2024-03-04,Jantar,Calabresa Acebolada; Moqueca de Banana com Legumes,Salada Crua; Creme de Batata; Sopa de Legumes com Frango; Batata-doce; Arroz com Vagem,Suco; Café; Café com Leite,
2024-03-05,Almoço,Guisado Bovino com Legumes; Lasanha de Soja,"Salada Crua; Salada Cozida: Repolho, Batata-doce e Abóbora; Cuscuz Temperado; Feijão Macassar; Arroz Branco",Suco,Pé-de-moleque
2024-03-05,Jantar,Frango à Pizzaiolo; Soja Refogada,Salada Crua; Creme de Cenoura; Canja; Macaxeira; Espaguete ao Alho e Óleo,Suco; Café; Café com Leite,
2024-03-07,Almoço,Suíno com Cebola Agridoce; Bobó de Grão-de-bico,"Salada Crua; Salada Cozida: Batata, Chuchu e Cenoura; Abóbora ao Forno; Feijão Preto; Arroz com Ervilha",Suco,Paçoca
2024-03-07,Jantar,Charque ao Vinagrete; Bolinho de Soja,Salada; Creme de Cebola; Sopa de Legumes com Carne; Batata-doce; Arroz Branco,Suco; Café; Café com Leite,
2024-03-08,Almoço,Cassoulet; Pastelão Vegetariano,"Salada Crua; Salada Cozida: Beterraba, Chuchu e Milho; Farofa de Banana; Feijão Mulatinho; Arroz Branco",Suco,Fruta
2024-03-08,Jantar,Lombo Suíno ao Molho de Abacaxi; Quiche de Cebola,Salada Crua; Creme de Abóbora; Sopa de Feijão Vegetariana; Cuscuz; Espaguete ao Alho e Óleo,Suco; Café; Café com Leite,
2024-03-11,Almoço,Frango ao Forno; Bolinho de Soja,"Salada Crua; Salada Cozida: Abóbora, Batata e Chuchu; Espaguete ao Alho e Óleo; Feijão Mulatinho; Arroz Refogado",Suco,Fruta
2024-03-11,Jantar,Guisado com Legumes; Pastelão Vegetariano,Salada Crua; Sopa de Feijão com Carne; Canjiquinha; Cuscuz; Arroz Branco,Suco; Café; Café com Leite,
2024-03-12,Almoço,Peixe à Gomes de Sá; Lentilha com Cebola Caramelizada,"Salada Crua; Salada Cozida: Beterraba, Chuchu e Milho; Cuscuz Temperado; Feijão Macassar; Arroz Carioca",Suco,Chocolate
2024-03-12,Jantar,Toscana Acebolada; Soja ao Sugo,Salada Crua; Creme de Batata; Canja; Cará; Espaguete ao Alho e Óleo,Suco; Café; Café com Leite,
2024-03-13,Almoço,Isca de Fígado à Portuguesa; Empadão de Falso Camarão,"Salada Crua; Salada Cozida: Abóbora, Batata-doce e Repolho; Quibebe; Feijão Preto; Arroz Branco",Suco,Fruta
2024-03-13,Jantar,Suíno ao Molho Agridoce; Abobrinha à Milanesa,Salada Crua; Creme de Abóbora; Sopa de Legumes com Frango; Macaxeira; Arroz com Milho,Suco; Café; Café com Leite,
2024-03-14,Almoço,Frango à Pizzaiolo; Moqueca de Banana com Legumes,"Salada Crua; Salada Cozida: Vagem, Batata e Cenoura; Espaguete ao Alho e Óleo; Feijão Mulatinho; Arroz com Ervilha",Suco,Fruta
2024-03-14,Jantar,Frango Caipira; Bobó de Grão-de-bico,Salada; Creme de Cenoura; Mungunzá; Batata-doce; Espaguete com Ervas,Suco; Café; Café com Leite,
2024-03-15,Almoço,Cozido; Grão-de-bico com Legumes,"Salada Crua; Salada Cozida: Abóbora, Batata-doce e Repolho; Pirão; Feijão Mulatinho; Arroz Branco",Suco,Doce de Goiaba
2024-03-15,Jantar,Charque à Brejeira; Lasanha de Soja,Salada Crua; Caldo Verde; Sopa de Legumes; Cuscuz; Arroz Carioca,Suco; Café; Café com Leite,
2024-03-18,Almoço,Lasanha de Jaca; Soja ao Sugo,"Salada Crua; Salada Cozida: Abóbora, Batata e Chuchu; Farofa; Feijão Preto; Arroz com Vagem",Suco,Picolé
2024-03-18,Jantar,Frango Acebolado; Bolonhesa de Lentilha,Salada Crua; Creme de Abóbora; Sopa de Legumes com Carne; Cuscuz; Espaguete ao Alho e Óleo,Suco; Café; Café com Leite,
2024-03-19,Almoço,Frango na Aveia; Estrogonofe de Grão-de-bico,"Salada Crua; Salada Cozida: Vagem, Batata e Cenoura; Macarrão ao Alho e Óleo; Feijão Macassar; Arroz com Cenoura",Suco,Fruta
2024-03-19,Jantar,Carne ao Molho Oriental; Ratatouille,Salada Crua; Caldo Verde; Sopa de Legumes com Frango; Cará; Arroz Colorido,Suco; Café; Café com Leite,
2024-03-20,Almoço,Suíno ao Molho de Abacaxi; Soja ao Sugo,"Salada Crua; Salada Cozida: Batata, Chuchu e Cenoura; Purê de Batata; Feijão Mulatinho; Arroz Branco",Suco,Fruta
2024-03-20,Jantar,Charque Acebolada; Bolonhesa de Soja,Salada Crua; Creme de Cebola; Canjiquinha; Macaxeira; Espaguete ao Alho e Óleo,Suco; Café; Café com Leite,
2024-03-21,Almoço,Carne de Sol Acebolada; Assado de Lentilha com Legumes,"Salada Crua; Salada Cozida: Abóbora, Batata e Chuchu; Macarrão ao Alho e Óleo; Feijão Macassar; Arroz com Brócolis",Suco,Fruta
2024-03-21,Jantar,Hambúrguer; Estrogonofe de Grão-de-bico,Salada; Creme de Cenoura; Sopa de Feijão com Carne; Cuscuz; Arroz com Milho,Suco; Café; Café com Leite,
2024-03-22,Almoço,Feijoada; Abobrinha à Milanesa,"Salada Crua; Salada Cozida: Couve Manteiga, Repolho e Cenoura; Farofa de Cenoura; Feijão Preto; Arroz Branco",Suco,Doce de Banana
2024-03-22,Jantar,Lombo Acebolado; Soja Oriental,Salada Crua; Creme de Batata; Canja; Batata-doce; Arroz Branco,Suco; Café; Café com Leite,
2024-03-26,Almoço,Moqueca de Peixe; Torta Madalena de Soja,Salada Crua; Salada Cozida; Farofa; Feijão Macassar; Arroz Branco,Suco,Banana
2024-03-26,Jantar,Lombo ao Molho Madeira; Abobrinha à Parmegiana,Salada Crua; Creme de Cenoura; Mungunzá; Macaxeira; Arroz Branco,Suco; Café; Café com Leite,
2024-08-05,Almoço,Frango à Parmegiana; Soja Oriental,"Salada Crua; Salada Cozida: Abóbora, Batata e Chuchu; Arroz Colorido; Feijão Macassar; Espaguete ao Alho e Óleo",Suco,Fruta
2024-08-05,Jantar,Bife ao Molho Madeira; Bolonhesa de Lentilha,Salada Crua; Cará; Arroz com Ervilha; Creme de Abóbora; Sopa de Feijão com Carne,Suco; Café; Café com Leite,
2024-08-06,Almoço,Moqueca de Peixe; Estrogonofe de Grão-de-bico,"Salada Crua; Salada Cozida: Vagem, Batata e Cenoura; Arroz Carioca; Feijão Preto; Quibebe",Suco,Paçoca
2024-08-06,Jantar,Frango ao Molho de Queijo; Bolinho de Soja,Salada Crua; Cuscuz; Espaguete ao Alho e Óleo; Creme de Batata; Sopa de Legumes com Carne,Suco; Café; Café com Leite,
2024-08-07,Almoço,Carne de Sol Acebolada; Empadão de Falso Camarão,"Salada Crua; Salada Cozida: Batata, Cenoura, Vagem e Milho; Arroz com Brócolis; Feijão Mulatinho; Purê de Batata",Suco,Fruta
2024-08-07,Jantar,Guisado com Legumes; Ratatouille,Salada Crua; Macaxeira; Arroz Colorido; Sopa de Feijão Vegetariana; Sopa de Legumes com Frango,Suco; Café; Café com Leite,
2024-08-08,Almoço,Frango ao Forno; Assado de Lentilha com Legumes,"Salada Crua; Salada Cozida: Abóbora, Batata-doce e Chuchu; Arroz com Vagem; Feijão Macassar; Espaguete ao Alho e Óleo",Suco,Doce de Banana
2024-08-08,Jantar,Salsicha ao Molho; Torta Salgada Vegetariana,Salada Crua; Cuscuz; Arroz Carioca; Sopa de Legumes; Mungunzá,Suco; Café; Café com Leite,
2024-08-09,Almoço,Feijoada; Abobrinha à Pizzaiolo,Salada Crua; Salada Cozida: Couve e Repolho; Arroz Branco; Feijão Preto; Farofa,Suco,Fruta
2024-08-09,Jantar,Escondidinho de Charque; Soja Refogada,Salada Crua; Espaguete ao Alho e Óleo; Batata-doce; Creme de Cenoura; Sopa de Peixe,Suco; Café; Café com Leite,
2024-08-12,Almoço,Lasanha de Berinjela; Soja Caipira,"Salada Crua; Salada Cozida: Abóbora, Batata e Chuchu; Arroz Refogado; Feijão Mulatinho; Quibebe",Suco,Doce de Goiaba
2024-08-12,Jantar,Lombo Suíno ao Molho Agridoce; Torta Salgada de Soja,Salada Crua; Cuscuz; Arroz com Brócolis; Sopa de Feijão Vegetariana; Sopa de Feijão com Carne,Suco; Café; Café com Leite,
2024-08-13,Almoço,Moqueca de Banana com Legumes; Bife à Pizzaiolo,"Salada Crua; Salada Cozida: Vagem, Batata e Cenoura; Arroz com Milho; Feijão Tropeiro; Espaguete ao Alho e Óleo",Suco,Fruta
2024-08-13,Jantar,Calabresa Acebolada; Abobrinha à Pizzaiolo,Salada Crua; Arroz Branco; Macaxeira; Creme de Cebola; Sopa de Legumes com Carne,Suco; Café; Café com Leite,
2024-08-14,Almoço,Frango à Primavera; Bolonhesa de Lentilha,"Salada Crua; Salada Cozida: Batata, Chuchu e Abóbora; Arroz com Espinafre; Feijão Mulatinho; Legumes Gratinados",Suco,Paçoca
2024-08-14,Jantar,Estrogonofe de Carne; Soja com Azeitonas,Salada Crua; Espaguete ao Alho e Óleo; Cará; Caldo Verde; Sopa de Legumes com Frango,Suco; Café; Café com Leite,
2024-08-15,Almoço,Lombo ao Molho Agridoce; Pastelão Vegetariano,"Salada Crua; Salada Cozida: Abóbora, Batata e Chuchu; Arroz com Ervilha; Feijão Macassar; Espaguete ao Alho e Óleo",Suco,Doce de Banana
2024-08-15,Jantar,Frango ao Forno; Lentilha com Cebola Caramelizada,Salada Crua; Batata-doce; Arroz com Vagem; Creme de Abóbora; Arroz Doce,Suco; Café; Café com Leite,
2024-08-16,Almoço,Cassoulet; Grão-de-bico com Legumes,"Salada Crua; Salada Cozida: Beterraba, Chuchu e Milho; Arroz Colorido; Feijão Preto; Farofa",Suco,Fruta
2024-08-16,Jantar,Torta Madalena de Charque; Risoto de Grão-de-bico,Salada Crua; Espaguete ao Alho e Óleo; Cuscuz; Creme de Batata; Canja,Suco; Café; Café com Leite,
2024-08-19,Almoço,Estrogonofe de Frango; Quiche de Cebola,"Salada Crua; Salada Cozida: Vagem, Batata e Cenoura; Arroz Carioca; Feijão Preto; Espaguete ao Alho e Óleo",Suco,Fruta
2024-08-19,Jantar,Bife Acebolado; Soja Oriental,Salada Crua; Arroz Refogado; Macaxeira; Creme de Espinafre; Sopa de Legumes com Frango,Suco; Café; Café com Leite,
2024-08-20,Almoço,Isca de Carne à Brejeira; Assado de Lentilha com Legumes,"Salada Crua; Salada Cozida: Abóbora, Batata e Chuchu; Arroz com Brócolis; Feijão Mulatinho; Farofa de Cuscuz",Suco,Fruta
2024-08-20,Jantar,Quiche de Charque; Bobó de Grão-de-bico,Salada Crua; Espaguete ao Alho e Óleo; Cuscuz; Sopa de Legumes; Mungunzá,Suco; Café; Café com Leite,
2024-08-21,Almoço,Isca de Fígado à Portuguesa; Torta Madalena Vegetariana,"Salada Crua; Salada Cozida: Batata, Chuchu e Cenoura; Arroz com Vagem; Feijão Preto; Purê de Batata",Suco,Chocolate
2024-08-21,Jantar,Toscana Acebolada; Pastelão Vegetariano,Salada Crua; Arroz com Milho; Macaxeira; Creme de Cenoura; Sopa de Feijão com Carne,Suco; Café; Café com Leite,
2024-08-22,Almoço,Bife ao Molho Madeira; Bobó de Grão-de-bico,"Salada Crua; Salada Cozida: Batata, Cenoura, Vagem e Milho; Arroz Refogado; Feijão Macassar; Espaguete ao Alho e Óleo",Suco,Fruta
2024-08-22,Jantar,Fricassê de Frango; Soja Caipira,Salada Crua; Espaguete ao Alho e Óleo; Cuscuz; Sopa de Feijão Vegetariana; Sopa de Legumes com Carne,Suco; Café; Café com Leite,
2024-08-23,Almoço,Dobradinha; Soja ao Sugo,"Salada Crua; Salada Cozida: Batata, Beterraba e Chuchu; Arroz Branco; Feijão Mulatinho; Farofa de Cenoura",Suco,Pé-de-moleque
2024-08-23,Jantar,Torta Madalena de Carne; Lentilha com Cebola Caramelizada,Salada Crua; Arroz com Espinafre; Banana Cozida; Creme de Cebola; Canja,Suco; Café; Café com Leite,
2024-08-26,Almoço,Abobrinha à Milanesa; Torta Madalena de Soja,"Salada Crua; Salada Cozida: Beterraba, Cenoura, Vagem e Milho; Arroz com Milho; Feijão Macassar; Batata Sautê",Suco,Picolé
2024-08-26,Jantar,Hambúrguer; Soja Refogada,Salada Crua; Espaguete ao Alho e Óleo; Batata; Caldo Verde; Mungunzá,Suco; Café; Café com Leite,
2024-08-27,Almoço,Lombo ao Molho de Abacaxi; Quiche de Cebola,"Salada Crua; Salada Cozida: Abobrinha, Beterraba e Chuchu; Arroz com Espinafre; Feijão Preto; Espaguete ao Alho e Óleo",Suco,Fruta
2024-08-27,Jantar,Frango ao Molho de Queijo; Assado de Lentilha com Legumes,Salada Crua; Arroz com Ervilha; Cará; Creme de Abóbora; Canja,Suco; Café; Café com Leite,
2024-08-28,Almoço,Frango Xadrez; Soja Refogada,"Salada Crua; Salada Cozida: Vagem, Batata e Beterraba; Arroz com Ervilha; Feijão Mulatinho; Farofa",Suco,Fruta
2024-08-28,Jantar,Torta de Charque; Estrogonofe de Grão-de-bico,Salada Crua; Arroz Colorido; Cuscuz; Creme de Abóbora; Sopa de Legumes com Carne,Suco; Café; Café com Leite,
2024-08-29,Almoço,Bife ao Molho; Grão-de-bico com Legumes,"Salada Crua; Salada Cozida: Batata, Chuchu e Cenoura; Arroz Colorido; Feijão Preto; Espaguete ao Alho e Óleo",Suco,Bolo
2024-08-29,Jantar,Lombo Suíno Acebolado; Quiche de Cebola,Salada Crua; Arroz Carioca; Batata-doce; Creme de Espinafre; Sopa de Feijão com Carne,Suco; Café; Café com Leite,
2024-08-30,Almoço,Cozido; Lentilha com Cebola Caramelizada,Salada Crua; Salada Cozida: Couve e Repolho; Arroz Carioca; Feijão Mulatinho; Pirão,Suco,Fruta
2024-08-30,Jantar,Isca de Carne à Brejeira; Soja ao Sugo,Salada Crua; Espaguete ao Alho e Óleo; Macaxeira; Sopa de Feijão; Sopa de Legumes com Frango,Suco; Café; Café com Leite,
2024-09-02,Almoço,Fricassê de Frango; Soja Refogada,"Salada Crua; Salada Cozida: Batata, Cenoura e Chuchu; Arroz com Brócolis; Feijão Macassar; Quibebe",Suco,Fruta
2024-09-02,Jantar,Calabresa ao Molho de Tomate; Risoto de Grão-de-bico,Salada Crua; Arroz Colorido; Cuscuz; Caldo Verde; Mungunzá,Suco; Café; Café com Leite,
2024-09-03,Almoço,Suíno ao Molho Agridoce; Abobrinha à Parmegiana,"Salada Crua; Salada Cozida: Beterraba, Chuchu e Milho; Arroz Branco; Feijão Mulatinho; Espaguete ao Alho e Óleo",Suco,Fruta
2024-09-03,Jantar,Guisado com Legumes; Torta Salgada de Soja,Salada Crua; Arroz com Brócolis; Macaxeira; Creme de Abóbora; Canja,Suco; Café; Café com Leite,
2024-09-04,Almoço,Bolinho de Peixe; Bobó de Grão-de-bico,"Salada Crua; Salada Cozida: Abóbora, Batata e Chuchu; Arroz com Vagem; Feijão Macassar; Purê de Batata",Suco,Doce de Banana
